YEAR,DOY,T2M,QV2M,PRECTOTCORR,WS2M,PS,RH2M,T2MDEW
2013,186,23.97,15.52,0.13,3.87,91.3,77.99,19.43
2013,187,23.92,15.36,4.84,4.51,91.39,77.46,19.28
2013,188,22.27,15.18,1.49,4.39,91.43,83.24,19.11
2013,189,23.1,14.75,0.41,4.71,91.38,78.16,18.63
2013,190,22.15,14.55,5.23,5.0,91.37,80.84,18.41
2013,191,22.04,14.24,16.4,5.68,91.34,79.92,18.08
2013,192,22.03,13.93,3.02,5.48,91.35,78.75,17.71
2013,193,22.04,14.81,0.21,4.9,91.39,82.64,18.72
2013,194,22.79,14.76,2.95,4.74,91.44,79.39,18.66
2013,195,22.89,15.22,1.22,4.49,91.43,80.95,19.15
2013,196,23.36,15.61,2.06,4.41,91.39,80.65,19.54
2013,197,22.3,15.41,7.55,4.88,91.4,84.3,19.35
2013,198,22.7,15.33,0.36,4.66,91.43,82.21,19.26
2013,199,22.54,15.27,4.4,5.13,91.38,82.53,19.19
2013,200,21.98,15.93,24.7,4.98,91.29,88.16,19.86
2013,201,21.85,15.07,9.61,5.29,91.42,84.61,18.99
2013,202,21.82,14.95,0.73,5.6,91.34,84.16,18.85
2013,203,21.83,14.93,3.94,5.74,91.23,83.89,18.82
2013,204,22.14,14.97,1.21,6.05,91.25,82.69,18.85
2013,205,22.03,14.5,1.78,7.38,91.36,80.72,18.37
2013,206,22.05,14.03,0.43,7.44,91.43,78.52,17.87
2013,207,21.82,14.47,0.28,6.22,91.39,81.71,18.34
2013,208,22.75,14.96,0.72,4.97,91.54,80.26,18.88
2013,209,22.6,15.22,1.37,4.43,91.71,82.43,19.21
2013,210,21.64,13.93,0.04,5.15,91.71,80.1,17.8
2013,211,21.94,14.51,0.01,5.8,91.45,81.59,18.4
2013,212,22.08,14.67,0.22,6.79,91.31,81.43,18.56
2013,213,22.65,15.03,2.05,6.84,91.28,80.87,18.93
2013,214,22.96,14.67,0.32,6.09,91.37,78.29,18.56
2013,215,22.22,14.98,7.54,4.66,91.49,82.75,18.9
2013,216,23.24,15.5,2.56,4.71,91.44,81.03,19.44
2013,217,22.66,15.35,2.24,5.12,91.4,82.57,19.27
2013,218,22.26,14.68,0.93,4.36,91.46,81.1,18.58
2013,219,23.46,15.05,0.84,3.94,91.52,78.17,18.99
2013,220,23.06,15.4,0.86,3.86,91.51,81.14,19.35
2013,221,22.75,15.1,0.78,3.87,91.51,80.94,19.03
2013,222,23.0,15.29,2.39,3.98,91.52,80.93,19.23
2013,223,23.14,15.39,4.44,3.59,91.53,80.79,19.33
2013,224,23.01,15.19,0.53,3.99,91.46,80.5,19.12
2013,225,22.62,15.19,5.54,3.76,91.35,81.93,19.1
2013,226,22.1,14.89,13.74,4.04,91.4,82.79,18.8
2013,227,22.07,15.46,6.76,3.69,91.47,85.75,19.4
2013,228,22.12,15.47,8.71,3.86,91.46,85.44,19.41
2013,229,22.49,14.84,1.58,4.1,91.54,81.15,18.77
2013,230,22.27,15.44,1.21,3.92,91.57,84.78,19.4
2013,231,22.98,15.69,0.12,3.94,91.57,82.88,19.66
2013,232,22.96,15.43,3.05,4.46,91.52,81.89,19.39
2013,233,22.79,15.04,0.2,4.93,91.43,80.72,18.96
2013,234,23.18,14.76,0.14,4.79,91.47,78.01,18.67
2013,235,22.98,14.7,0.25,4.31,91.48,78.42,18.61
2013,236,23.3,15.01,6.85,3.99,91.48,78.52,18.92
2013,237,22.63,15.07,0.73,3.64,91.46,81.57,19.0
2013,238,23.2,14.87,0.06,3.17,91.47,78.25,18.77
2013,239,24.02,14.54,0.0,2.9,91.49,73.93,18.4
2013,240,23.68,15.18,2.36,2.44,91.61,77.77,19.13
2013,241,22.9,15.28,3.86,2.52,91.69,81.22,19.26
2013,242,24.41,16.05,8.73,1.62,91.6,78.64,20.02
2013,243,24.25,16.61,20.0,0.98,91.53,81.18,20.56
2013,244,24.02,16.76,34.42,1.28,91.55,82.78,20.72
2013,245,23.74,16.18,16.27,0.87,91.63,82.01,20.14
2013,246,21.5,15.59,9.66,2.1,91.67,89.03,19.56
2013,247,21.12,14.11,3.0,2.34,91.76,83.47,18.02
2013,248,22.49,14.7,3.07,2.37,91.67,80.72,18.64
2013,249,21.91,14.54,5.27,2.65,91.69,82.24,18.45
2013,250,21.76,15.18,4.71,2.79,91.64,86.11,19.15
2013,251,22.27,15.28,21.5,2.01,91.56,84.38,19.24
2013,252,21.83,15.75,29.27,3.1,91.54,88.39,19.71
2013,253,21.05,15.58,26.87,2.84,91.43,91.07,19.51
2013,254,22.16,15.82,19.99,2.15,91.37,86.92,19.75
2013,255,22.05,16.09,28.51,1.84,91.49,88.85,20.05
2013,256,22.99,16.99,13.52,1.88,91.5,88.68,20.91
2013,257,22.89,16.59,20.95,2.26,91.48,87.33,20.54
2013,258,22.7,16.79,4.27,2.56,91.31,89.01,20.69
2013,259,23.18,16.81,2.52,2.6,91.28,86.86,20.71
2013,260,22.61,16.63,2.29,2.97,91.24,88.58,20.52
2013,261,21.97,16.15,3.24,3.34,91.27,89.36,20.07
2013,262,21.64,15.33,0.56,4.34,91.23,86.92,19.23
2013,263,21.86,16.18,3.12,4.46,91.17,89.9,20.05
2013,264,22.53,15.5,0.36,3.53,91.33,83.91,19.42
2013,265,22.18,15.35,0.2,3.66,91.43,84.93,19.29
2013,266,21.93,14.46,0.0,3.28,91.47,82.05,18.35
2013,267,22.29,15.24,0.01,2.89,91.53,83.83,19.15
2013,268,22.65,15.67,0.7,2.94,91.66,84.36,19.62
2013,269,22.93,15.12,0.91,2.19,91.78,81.12,19.09
2013,270,23.01,15.02,0.19,1.94,91.8,80.19,19.0
2013,271,22.14,15.58,0.0,2.39,91.75,86.4,19.59
2013,272,21.71,14.51,0.0,3.16,91.6,83.29,18.42
2013,273,21.88,15.55,1.32,2.84,91.43,86.96,19.46
2013,274,22.37,15.99,0.89,2.54,91.43,86.9,19.94
2013,275,22.69,16.11,13.23,2.32,91.54,86.03,20.08
2013,276,21.37,15.08,1.91,2.57,91.62,87.3,19.04
2013,277,21.3,14.62,0.11,2.93,91.7,85.42,18.56
2013,278,21.22,14.42,0.07,3.03,91.69,84.79,18.3
2013,279,22.81,15.91,0.04,2.46,91.6,84.67,19.86
2013,280,23.0,16.59,1.85,1.39,91.64,86.84,20.56
2013,281,21.81,16.6,13.25,2.18,91.72,92.92,20.6
2013,282,21.88,15.98,2.72,1.56,91.71,89.5,19.98
2013,283,22.27,15.57,0.31,2.4,91.74,85.7,19.56
2013,284,22.25,15.05,0.0,3.08,91.7,83.16,19.02
2013,285,21.9,14.62,0.02,3.5,91.5,82.69,18.5
2013,286,22.63,15.66,0.14,3.17,91.52,84.29,19.6
2013,287,22.85,15.99,0.05,2.28,91.64,84.73,19.96
2013,288,23.35,16.71,2.54,1.56,91.68,85.87,20.69
2013,289,22.92,16.69,3.09,1.32,91.61,87.73,20.65
2013,290,22.4,16.08,3.28,1.91,91.62,87.58,20.07
2013,291,22.18,15.43,0.71,1.81,91.7,85.71,19.42
2013,292,22.86,15.59,4.91,1.41,91.73,83.35,19.59
2013,293,21.99,15.4,2.1,1.97,91.65,86.21,19.38
2013,294,20.93,15.1,3.42,2.2,91.46,89.46,19.02
2013,295,21.37,15.59,3.65,1.9,91.41,89.88,19.53
2013,296,22.65,16.21,1.59,2.36,91.42,86.67,20.15
2013,297,22.16,16.53,3.85,2.26,91.43,90.49,20.47
2013,298,22.86,16.51,1.67,2.16,91.44,87.22,20.45
2013,299,23.01,16.53,9.97,1.86,91.55,86.69,20.5
2013,300,22.44,15.71,10.26,1.98,91.72,85.46,19.7
2013,301,22.01,15.64,2.61,1.74,91.79,87.33,19.64
2013,302,21.62,15.46,1.21,1.95,91.86,88.48,19.47
2013,303,21.85,15.29,0.21,1.73,91.91,86.53,19.29
2013,304,22.45,15.48,0.0,1.8,91.91,84.75,19.5
2013,305,22.4,15.45,1.42,1.96,91.88,84.88,19.46
2013,306,22.61,15.91,0.86,2.11,91.87,86.3,19.94
2013,307,21.59,15.38,0.83,2.47,91.91,88.08,19.4
2013,308,21.51,14.74,1.48,2.84,92.05,85.45,18.75
2013,309,21.15,13.85,0.16,2.92,92.05,82.68,17.77
2013,310,21.17,13.9,0.01,2.74,92.0,82.94,17.82
2013,311,20.67,13.4,0.0,2.6,91.92,82.25,17.18
2013,312,20.27,12.6,0.0,2.27,91.84,79.92,16.24
2013,313,19.05,11.43,0.0,2.32,91.84,78.9,14.73
2013,314,19.93,12.37,0.0,2.08,91.83,80.08,15.93
2013,315,20.97,13.49,0.0,2.03,91.72,81.17,17.3
2013,316,20.66,13.23,0.12,1.92,91.71,81.2,16.99
2013,317,20.0,12.56,0.03,1.96,91.77,80.37,16.17
2013,318,20.07,12.26,0.0,1.85,91.8,78.3,15.8
2013,319,18.89,11.1,0.0,2.4,91.81,77.33,14.25
2013,320,19.45,13.48,3.52,3.35,91.8,87.79,17.27
2013,321,20.45,14.71,4.06,3.54,91.79,89.95,18.68
2013,322,20.38,14.27,5.72,2.82,91.9,87.82,18.16
2013,323,21.05,13.16,0.22,1.68,91.88,79.63,16.92
2013,324,20.67,12.82,0.0,1.74,91.71,79.36,16.5
2013,325,21.32,13.08,0.0,1.22,91.58,77.27,16.78
2013,326,21.67,13.43,0.0,1.13,91.66,77.79,17.21
2013,327,21.65,15.01,19.02,0.86,91.73,85.65,18.98
2013,328,21.86,15.41,9.19,2.07,91.82,87.03,19.42
2013,329,21.98,14.77,1.55,1.5,91.77,83.49,18.74
2013,330,21.98,14.61,0.23,1.44,91.69,82.75,18.54
2013,331,21.68,14.34,0.03,1.71,91.74,82.44,18.25
2013,332,19.88,10.43,0.0,1.42,91.8,69.65,13.27
2013,333,19.97,12.56,0.0,2.1,91.89,80.36,16.13
2013,334,21.48,13.04,0.01,1.9,91.93,77.85,16.69
2013,335,21.74,14.04,0.33,2.43,91.99,81.41,17.97
2013,336,21.45,13.59,0.08,2.47,91.97,80.48,17.45
2013,337,21.02,12.97,0.01,2.79,91.85,78.8,16.68
2013,338,20.56,11.65,0.0,3.51,91.84,74.15,14.94
2013,339,20.18,11.32,0.0,3.27,91.77,73.62,14.55
2013,340,19.37,9.76,0.0,2.61,91.69,68.3,12.26
2013,341,19.81,10.81,0.0,2.92,91.68,70.79,13.78
2013,342,20.59,12.33,0.0,2.65,91.68,76.75,15.88
2013,343,19.48,9.54,0.0,2.08,91.59,65.65,11.67
2013,344,18.57,6.83,0.0,1.85,91.56,52.08,6.8
2013,345,19.51,7.71,0.0,2.27,91.63,53.39,8.67
2013,346,20.01,12.99,1.01,4.51,91.59,82.12,16.63
2013,347,22.28,13.96,0.54,3.58,91.69,78.73,17.83
2013,348,22.18,13.64,0.09,2.12,91.79,77.93,17.48
2013,349,20.69,9.92,0.0,2.07,91.85,64.18,12.21
2013,350,18.03,6.79,0.0,2.34,91.9,55.05,6.68
2013,351,18.04,9.25,0.0,2.64,91.84,70.63,11.47
2013,352,18.53,9.26,0.0,2.25,91.78,69.36,11.44
2013,353,19.03,9.22,0.0,1.13,91.83,67.24,11.42
2013,354,19.65,8.92,0.0,1.07,91.9,63.69,10.86
2013,355,19.09,9.19,0.0,2.09,91.95,67.09,11.36
2013,356,19.18,9.83,0.0,2.76,92.0,70.21,12.41
2013,357,19.44,10.3,0.0,3.32,92.1,71.23,13.17
2013,358,19.84,10.25,0.0,3.61,92.14,69.48,13.06
2013,359,20.03,10.27,0.0,2.9,92.17,69.97,13.09
2013,360,19.1,9.15,0.0,2.46,92.12,66.91,11.25
2013,361,19.29,9.58,0.0,2.68,92.02,68.54,11.96
2013,362,19.23,9.53,0.0,2.43,92.01,68.19,11.91
2013,363,19.21,9.48,0.0,2.51,91.96,67.42,11.87
2013,364,18.96,8.81,0.0,2.92,91.98,65.02,10.74
2013,365,19.46,9.67,0.0,3.2,92.03,68.3,12.14
2014,1,20.01,10.66,0.0,3.2,92.0,71.24,13.66
2014,2,20.24,10.22,0.0,2.78,92.05,68.59,12.96
2014,3,20.29,10.92,0.0,3.08,92.08,71.18,14.07
2014,4,20.68,9.7,0.0,2.49,91.95,64.52,12.1
2014,5,20.93,9.26,0.0,2.08,91.81,62.5,11.21
2014,6,20.79,8.77,0.0,2.36,91.8,60.33,10.31
2014,7,20.42,8.87,0.0,3.23,91.88,61.75,10.64
2014,8,20.51,10.44,0.0,3.65,92.0,68.56,13.35
2014,9,21.26,10.35,0.0,2.8,91.95,65.39,13.15
2014,10,21.58,10.9,0.0,2.16,91.94,67.35,13.93
2014,11,21.63,10.64,0.0,2.4,91.97,65.03,13.61
2014,12,21.33,9.74,0.0,2.37,92.08,62.28,12.19
2014,13,21.18,9.22,0.0,2.77,92.07,60.3,11.29
2014,14,21.53,9.88,0.0,2.98,92.0,61.71,12.42
2014,15,22.05,10.63,0.0,2.66,92.05,63.15,13.62
2014,16,22.08,11.19,0.0,2.41,92.1,65.99,14.42
2014,17,21.73,11.14,0.02,2.7,92.05,66.34,14.31
2014,18,21.44,10.51,0.0,2.55,92.06,64.01,13.47
2014,19,21.74,10.6,0.0,3.32,92.2,64.37,13.58
2014,20,21.81,10.66,0.02,3.73,92.24,64.44,13.63
2014,21,20.99,9.66,0.0,3.78,92.18,62.52,12.08
2014,22,21.0,9.52,0.0,3.7,92.09,61.46,11.82
2014,23,20.83,9.2,0.0,2.89,92.08,60.55,11.35
2014,24,21.65,9.52,0.0,2.24,91.96,59.64,11.92
2014,25,22.28,10.07,0.0,3.38,91.93,59.64,12.74
2014,26,21.44,9.78,0.0,4.04,91.98,61.62,12.3
2014,27,20.59,9.41,0.0,3.98,92.0,62.16,11.7
2014,28,21.01,8.92,0.0,3.38,91.98,58.25,10.74
2014,29,21.58,8.77,0.0,3.13,91.98,56.49,10.38
2014,30,21.55,8.93,0.0,2.65,91.99,56.57,10.94
2014,31,21.83,8.33,0.0,2.84,91.99,52.93,9.83
2014,32,21.55,9.04,0.0,3.05,91.97,57.87,11.05
2014,33,22.98,9.69,0.0,3.67,91.91,56.35,12.05
2014,34,22.95,7.85,0.0,2.69,91.76,48.79,8.65
2014,35,22.45,7.39,0.0,2.02,91.66,48.2,7.46
2014,36,22.47,6.72,0.0,1.76,91.61,44.48,5.98
2014,37,22.55,6.39,0.0,2.41,91.67,43.14,5.2
2014,38,22.18,5.21,0.0,2.19,91.7,36.42,2.29
2014,39,22.24,6.0,0.0,1.69,91.65,41.15,4.42
2014,40,22.25,6.41,0.0,1.77,91.63,42.3,5.62
2014,41,23.15,7.02,0.0,1.67,91.63,41.14,7.27
2014,42,23.15,8.78,0.0,2.48,91.54,51.86,10.44
2014,43,23.8,9.03,0.0,2.71,91.56,49.84,11.03
2014,44,24.33,10.31,0.0,3.1,91.73,52.93,13.12
2014,45,24.79,10.61,0.0,1.87,91.79,52.73,13.52
2014,46,25.67,10.29,0.0,1.59,91.65,48.11,13.07
2014,47,25.82,10.19,0.0,1.37,91.69,46.92,12.88
2014,48,25.84,10.92,0.0,2.82,91.88,51.18,13.94
2014,49,25.08,11.88,0.0,3.65,92.02,58.65,15.3
2014,50,24.64,11.3,0.0,3.1,91.95,57.65,14.47
2014,51,24.62,10.98,0.0,2.75,91.88,56.4,14.0
2014,52,24.83,10.16,0.0,2.1,91.92,52.22,12.87
2014,53,25.11,9.28,0.0,2.32,91.92,48.35,11.42
2014,54,24.15,8.02,0.0,3.41,91.93,44.79,8.97
2014,55,23.83,9.43,0.02,3.93,91.97,54.85,11.03
2014,56,24.6,11.83,0.01,3.64,92.01,60.27,15.24
2014,57,25.11,9.05,0.0,2.93,91.92,47.94,10.55
2014,58,24.36,8.37,0.2,2.47,91.91,47.01,9.47
2014,59,25.27,10.86,0.05,1.95,91.87,54.05,13.9
2014,60,25.38,11.88,0.96,2.14,91.82,56.25,15.32
2014,61,25.99,11.26,0.34,2.24,91.77,52.4,14.43
2014,62,25.26,11.48,0.42,4.06,91.78,55.44,14.72
2014,63,25.05,11.82,0.59,2.9,91.87,58.49,15.2
2014,64,25.78,11.55,0.19,2.57,91.88,55.2,14.78
2014,65,25.37,12.12,1.72,2.95,91.86,57.77,15.61
2014,66,23.24,10.77,0.99,3.37,91.97,57.75,13.77
2014,67,24.3,9.69,0.1,3.18,92.03,52.1,11.88
2014,68,24.64,9.86,0.01,3.54,91.97,51.71,12.35
2014,69,24.64,9.71,0.0,3.08,91.93,50.65,12.03
2014,70,24.5,9.61,0.0,3.67,91.96,50.86,11.82
2014,71,24.89,8.49,0.0,4.2,91.99,45.8,9.9
2014,72,24.98,7.41,0.0,3.6,91.94,40.36,7.81
2014,73,24.95,6.29,0.0,3.65,91.95,35.27,5.41
2014,74,24.91,5.56,0.0,3.61,92.06,31.73,3.6
2014,75,25.74,6.79,0.0,4.06,92.14,35.06,6.79
2014,76,26.01,6.52,0.0,3.59,92.07,34.36,5.87
2014,77,26.27,5.72,0.0,3.1,92.0,31.07,3.58
2014,78,26.8,7.5,0.0,2.96,91.92,36.31,8.09
2014,79,27.69,8.11,0.0,2.49,91.81,38.81,8.64
2014,80,27.92,8.07,0.0,2.39,91.69,36.74,9.01
2014,81,28.41,8.68,0.0,2.61,91.57,36.37,10.4
2014,82,27.93,8.96,0.0,3.48,91.65,39.73,10.61
2014,83,26.82,7.08,0.0,3.1,91.81,35.28,6.73
2014,84,27.0,6.99,0.0,3.59,91.75,35.43,6.59
2014,85,26.78,6.5,0.0,4.18,91.75,31.82,5.98
2014,86,26.6,5.02,0.0,2.83,91.82,25.84,2.1
2014,87,26.88,5.3,0.0,2.82,91.84,26.5,2.89
2014,88,28.01,5.9,0.0,2.99,91.75,25.74,4.84
2014,89,28.54,6.48,0.0,2.25,91.68,27.47,6.16
2014,90,28.44,7.18,0.0,1.96,91.67,29.64,7.48
2014,91,28.88,6.32,0.0,1.87,91.57,25.34,5.75
2014,92,29.59,7.64,0.02,2.18,91.54,29.54,8.53
2014,93,29.28,6.99,0.0,3.19,91.62,28.22,7.17
2014,94,28.49,6.6,0.0,3.3,91.75,28.55,6.28
2014,95,28.77,7.92,0.0,3.2,91.78,34.06,8.83
2014,96,28.29,9.35,0.0,3.14,91.83,42.02,10.95
2014,97,28.61,8.72,0.0,2.57,91.88,38.8,9.86
2014,98,29.32,10.12,0.0,2.04,91.82,40.0,12.55
2014,99,28.84,11.82,1.43,1.61,91.83,46.54,15.07
2014,100,28.7,11.2,1.61,1.77,91.82,43.8,14.37
2014,101,30.15,9.34,0.14,1.93,91.73,35.23,11.42
2014,102,29.91,10.21,0.2,2.05,91.63,37.35,12.84
2014,103,29.54,10.85,1.11,2.26,91.71,40.25,13.87
2014,104,29.38,11.14,0.77,2.68,91.79,42.65,14.18
2014,105,29.18,11.05,0.14,2.33,91.81,43.82,13.98
2014,106,29.38,9.42,0.02,2.62,91.71,37.06,11.5
2014,107,30.51,9.28,0.01,1.61,91.58,33.8,11.38
2014,108,31.16,9.81,0.14,2.6,91.69,33.72,12.24
2014,109,30.17,9.46,0.02,2.71,91.71,36.85,11.01
2014,110,28.0,7.85,0.3,2.88,91.65,33.97,8.06
2014,111,28.66,8.05,0.0,2.82,91.65,34.61,8.9
2014,112,29.34,8.73,0.0,3.06,91.79,37.07,9.87
2014,113,29.64,9.15,0.0,2.04,91.74,37.27,10.73
2014,114,29.79,10.1,0.0,2.88,91.61,40.15,11.97
2014,115,30.89,10.93,0.0,2.06,91.58,39.06,13.73
2014,116,30.97,11.94,0.28,2.4,91.59,41.35,15.24
2014,117,30.77,11.1,0.01,2.99,91.63,38.92,14.13
2014,118,29.3,11.53,0.0,1.7,91.69,45.39,14.46
2014,119,30.61,11.01,0.02,2.23,91.62,39.72,13.92
2014,120,30.56,9.95,0.06,1.88,91.63,35.77,12.37
2014,121,29.27,11.74,2.74,1.65,91.61,44.43,14.91
2014,122,29.32,12.03,2.99,1.46,91.55,46.12,15.29
2014,123,28.96,12.27,0.72,2.74,91.55,50.44,15.3
2014,124,28.37,12.52,1.56,3.19,91.47,53.16,15.6
2014,125,28.26,12.46,0.03,3.38,91.52,53.48,15.68
2014,126,26.46,14.62,2.6,4.04,91.63,64.55,18.48
2014,127,24.18,14.65,7.17,4.42,91.57,72.63,18.52
2014,128,23.57,16.46,9.34,5.27,91.37,83.13,20.39
2014,129,25.29,15.36,2.33,4.87,91.38,72.09,19.25
2014,130,26.81,15.85,2.63,2.29,91.48,69.04,19.73
2014,131,27.13,14.99,0.66,2.3,91.67,64.19,18.82
2014,132,28.49,13.73,0.01,1.46,91.67,54.8,17.47
2014,133,28.26,13.66,0.03,1.25,91.64,56.22,17.25
2014,134,27.89,13.38,0.01,3.3,91.63,55.8,16.96
2014,135,27.87,11.89,0.01,3.08,91.53,50.46,15.1
2014,136,28.32,12.3,0.0,2.39,91.5,51.35,15.65
2014,137,27.37,14.28,5.67,2.28,91.6,60.14,18.04
2014,138,27.94,14.39,0.03,1.24,91.6,58.86,18.16
2014,139,28.99,13.98,0.78,1.14,91.58,54.14,17.68
2014,140,26.59,15.09,5.89,2.17,91.61,65.56,18.99
2014,141,25.7,12.55,0.36,2.64,91.56,59.42,16.05
2014,142,27.56,15.23,2.39,3.18,91.43,64.5,19.08
2014,143,26.99,16.0,1.6,3.1,91.4,68.4,19.89
2014,144,28.02,15.76,3.08,2.92,91.37,64.94,19.61
2014,145,26.67,15.46,2.24,2.94,91.45,67.32,19.35
2014,146,26.83,15.83,2.11,2.44,91.49,67.57,19.73
2014,147,27.27,16.37,11.29,1.57,91.51,68.54,20.26
2014,148,27.87,15.14,4.27,0.47,91.57,62.34,18.98
2014,149,27.09,15.65,5.57,1.56,91.61,66.61,19.56
2014,150,27.85,15.82,0.88,1.93,91.51,65.38,19.63
2014,151,28.07,15.6,4.59,2.69,91.37,64.31,19.44
2014,152,28.12,15.54,0.5,2.33,91.35,63.36,19.38
2014,153,25.78,16.27,24.18,2.0,91.4,73.01,20.18
2014,154,24.69,15.54,1.33,2.33,91.36,74.78,19.37
2014,155,26.75,14.79,0.0,2.08,91.26,65.6,18.55
2014,156,26.16,17.03,17.96,2.44,91.23,74.92,20.89
2014,157,25.96,17.27,3.42,2.46,91.24,76.8,21.13
2014,158,25.6,16.74,0.04,4.03,91.23,75.64,20.63
2014,159,25.78,15.77,0.51,4.25,91.15,71.77,19.66
2014,160,23.44,15.97,11.69,4.12,91.23,81.33,19.87
2014,161,25.21,15.78,0.11,4.84,91.31,74.2,19.7
2014,162,25.77,14.86,0.03,5.1,91.37,68.57,18.73
2014,163,25.47,14.3,0.0,4.89,91.37,67.61,18.11
2014,164,24.85,14.87,1.69,4.88,91.39,71.75,18.76
2014,165,25.58,14.72,0.02,4.61,91.47,68.89,18.59
2014,166,24.75,13.08,0.0,4.77,91.53,64.41,16.74
2014,167,25.86,13.9,0.01,4.43,91.45,64.7,17.65
2014,168,25.12,15.09,0.0,5.15,91.43,71.28,18.99
2014,169,24.95,15.19,0.1,5.48,91.32,72.52,19.09
2014,170,24.9,15.51,0.04,5.6,91.33,73.7,19.41
2014,171,25.76,15.18,0.03,5.51,91.41,69.66,19.08
2014,172,25.42,15.5,1.72,5.48,91.59,72.44,19.45
2014,173,24.5,14.38,0.28,5.32,91.7,71.75,18.16
2014,174,25.1,14.97,0.09,4.56,91.64,71.79,18.86
2014,175,25.37,15.17,0.0,4.69,91.44,70.92,19.07
2014,176,26.22,14.05,0.0,4.72,91.41,64.36,17.82
2014,177,26.63,14.13,0.0,3.45,91.53,63.01,17.92
2014,178,26.59,15.09,0.0,2.06,91.61,66.41,18.99
2014,179,25.08,15.65,7.15,2.12,91.63,73.38,19.61
2014,180,24.53,14.58,9.75,3.11,91.54,72.45,18.36
2014,181,25.1,15.87,10.02,2.96,91.48,75.37,19.77
2014,182,24.14,15.78,0.91,3.15,91.61,78.15,19.72
2014,183,24.81,14.59,0.0,4.18,91.63,70.77,18.45
2014,184,25.32,14.34,0.0,3.95,91.45,68.15,18.18
2014,185,25.05,14.63,0.1,4.27,91.36,69.94,18.48
2014,186,24.88,15.18,2.37,4.12,91.37,72.77,19.07
2014,187,24.0,14.26,1.18,3.99,91.49,72.08,18.09
2014,188,23.19,14.2,1.09,3.42,91.48,74.74,18.04
2014,189,23.35,13.87,0.23,4.55,91.43,72.57,17.68
2014,190,22.73,13.05,2.13,5.27,91.45,71.22,16.66
2014,191,23.34,14.49,7.28,5.66,91.52,76.11,18.35
2014,192,23.04,14.12,2.43,5.89,91.58,74.92,17.92
2014,193,23.34,14.91,1.58,6.12,91.44,77.73,18.82
2014,194,22.88,14.52,5.1,6.69,91.38,77.64,18.37
2014,195,23.5,14.65,0.19,6.49,91.35,75.98,18.51
2014,196,23.57,14.89,0.28,5.91,91.35,76.11,18.77
2014,197,24.04,14.98,0.35,5.7,91.41,75.25,18.89
2014,198,24.71,15.0,0.08,5.58,91.43,72.81,18.91
2014,199,24.25,15.0,0.91,5.3,91.45,74.53,18.9
2014,200,24.21,15.25,0.9,6.08,91.49,75.63,19.18
2014,201,24.28,15.29,0.34,6.09,91.51,75.42,19.23
2014,202,23.55,14.96,0.26,6.06,91.5,76.72,18.88
2014,203,23.61,14.41,2.13,6.7,91.52,74.66,18.28
2014,204,23.08,14.5,2.23,7.02,91.53,77.1,18.39
2014,205,23.5,14.63,0.18,6.23,91.59,75.9,18.54
2014,206,24.29,14.69,0.97,5.58,91.63,72.98,18.61
2014,207,23.81,15.82,13.65,4.62,91.71,80.01,19.8
2014,208,23.36,15.6,1.71,4.74,91.72,80.95,19.58
2014,209,24.04,14.92,0.1,5.48,91.54,75.2,18.84
2014,210,23.97,14.71,0.05,5.62,91.5,74.27,18.62
2014,211,23.38,14.86,0.3,5.99,91.49,77.03,18.78
2014,212,23.67,15.15,0.78,5.9,91.46,77.36,19.07
2014,213,24.01,15.7,1.25,5.26,91.44,78.49,19.64
2014,214,23.8,15.29,0.11,5.33,91.51,77.33,19.24
2014,215,24.07,15.56,0.37,5.52,91.48,77.38,19.5
2014,216,23.32,15.18,0.4,5.84,91.41,78.47,19.1
2014,217,23.38,14.6,0.26,5.84,91.43,75.8,18.49
2014,218,23.57,14.49,0.18,5.2,91.53,75.0,18.38
2014,219,23.16,14.94,0.14,4.35,91.55,78.57,18.87
2014,220,23.28,14.79,6.14,4.49,91.55,77.48,18.71
2014,221,22.83,14.94,1.64,3.97,91.63,80.08,18.88
2014,222,22.72,14.84,2.11,4.18,91.67,79.94,18.78
2014,223,22.72,14.9,2.09,3.56,91.58,80.32,18.82
2014,224,23.73,14.64,0.3,3.71,91.57,75.18,18.54
2014,225,22.78,14.33,2.54,3.7,91.65,77.38,18.22
2014,226,23.34,14.67,1.35,3.58,91.66,76.88,18.6
2014,227,22.3,14.4,1.8,3.38,91.71,79.62,18.3
2014,228,23.26,13.82,0.09,3.09,91.69,73.56,17.63
2014,229,23.5,15.07,8.34,2.83,91.61,78.08,18.99
2014,230,22.04,15.36,6.02,3.01,91.63,85.37,19.33
2014,231,23.34,15.3,3.27,0.98,91.66,79.78,19.26
2014,232,24.73,15.92,7.8,1.09,91.5,76.75,19.86
2014,233,25.14,15.8,2.76,1.81,91.29,74.09,19.71
2014,234,25.74,15.39,1.95,2.23,91.24,71.11,19.27
2014,235,25.18,15.79,1.49,3.63,91.34,74.68,19.7
2014,236,24.02,15.58,7.29,2.62,91.49,77.9,19.51
2014,237,22.39,15.28,1.59,2.89,91.64,83.32,19.25
2014,238,22.55,14.61,0.24,4.32,91.63,79.67,18.53
2014,239,22.18,14.91,1.46,4.14,91.5,82.47,18.83
2014,240,22.47,14.46,0.53,4.65,91.4,79.14,18.33
2014,241,22.63,14.68,0.4,5.04,91.29,79.44,18.55
2014,242,22.64,13.9,0.78,5.93,91.32,75.8,17.7
